"DATE","QTY_B1_1","QTY_B1_2","QTY_B1_3","QTY_B1_4","QTY_B1_5","QTY_B1_6","QTY_B1_7","QTY_B1_8","QTY_B1_9","QTY_B1_10","QTY_B1_11","QTY_B1_12","QTY_B1_13","QTY_B1_14","QTY_B1_15","QTY_B1_16","QTY_B1_17","QTY_B1_18","QTY_B1_19","QTY_B1_20","QTY_B1_21","QTY_B1_22","QTY_B1_23","QTY_B1_24","QTY_B1_25","QTY_B1_26","QTY_B1_27","QTY_B1_28","QTY_B1_29","QTY_B1_30","QTY_B1_31","QTY_B1_32","QTY_B1_33","QTY_B1_34","QTY_B1_35","QTY_B1_36","QTY_B1_37","QTY_B1_38","QTY_B1_39","QTY_B1_40","QTY_B1_41","QTY_B1_42","QTY_B2_1","QTY_B2_2","QTY_B2_3","QTY_B2_4","QTY_B2_5","QTY_B2_6","QTY_B2_7","QTY_B2_8","QTY_B2_9","QTY_B2_10","QTY_B2_11","QTY_B2_12","QTY_B2_13","QTY_B2_14","QTY_B2_15","QTY_B2_16","QTY_B2_17","QTY_B2_18","QTY_B2_19","QTY_B2_20","QTY_B2_21","QTY_B2_22","QTY_B2_23","QTY_B2_24","QTY_B2_25","QTY_B2_26","QTY_B2_27","QTY_B2_28","QTY_B2_29","QTY_B2_30","QTY_B2_31","QTY_B2_32","QTY_B2_33","QTY_B2_34","QTY_B2_35","QTY_B2_36","QTY_B2_37","QTY_B2_38","QTY_B2_39","QTY_B2_40","QTY_B2_41","QTY_B2_42","QTY_B2_43","QTY_B2_44","QTY_B2_45","QTY_B3_1","QTY_B3_2","QTY_B3_3","QTY_B3_4","QTY_B3_5","QTY_B3_6","QTY_B3_7","QTY_B3_8","QTY_B3_9","QTY_B3_10","QTY_B3_11","QTY_B3_12","QTY_B3_13","QTY_B3_14","QTY_B3_15","QTY_B3_16","QTY_B3_17","QTY_B3_18","QTY_B3_19","QTY_B3_20","QTY_B3_21","QTY_B4_1","QTY_B4_2","QTY_B4_3","QTY_B4_4","QTY_B4_5","QTY_B4_6","QTY_B4_7","QTY_B4_8","QTY_B4_9","QTY_B4_10","PROMO_B1_1","PROMO_B1_2","PROMO_B1_3","PROMO_B1_4","PROMO_B1_5","PROMO_B1_6","PROMO_B1_7","PROMO_B1_8","PROMO_B1_9","PROMO_B1_10","PROMO_B1_11","PROMO_B1_12","PROMO_B1_13","PROMO_B1_14","PROMO_B1_15","PROMO_B1_16","PROMO_B1_17","PROMO_B1_18","PROMO_B1_19","PROMO_B1_20","PROMO_B1_21","PROMO_B1_22","PROMO_B1_23","PROMO_B1_24","PROMO_B1_25","PROMO_B1_26","PROMO_B1_27","PROMO_B1_28","PROMO_B1_29","PROMO_B1_30","PROMO_B1_31","PROMO_B1_32","PROMO_B1_33","PROMO_B1_34","PROMO_B1_35","PROMO_B1_36","PROMO_B1_37","PROMO_B1_38","PROMO_B1_39","PROMO_B1_40","PROMO_B1_41","PROMO_B1_42","PROMO_B2_1","PROMO_B2_2","PROMO_B2_3","PROMO_B2_4","PROMO_B2_5","PROMO_B2_6","PROMO_B2_7","PROMO_B2_8","PROMO_B2_9","PROMO_B2_10","PROMO_B2_11","PROMO_B2_12","PROMO_B2_13","PROMO_B2_14","PROMO_B2_15","PROMO_B2_16","PROMO_B2_17","PROMO_B2_18","PROMO_B2_19","PROMO_B2_20","PROMO_B2_21","PROMO_B2_22","PROMO_B2_23","PROMO_B2_24","PROMO_B2_25","PROMO_B2_26","PROMO_B2_27","PROMO_B2_28","PROMO_B2_29","PROMO_B2_30","PROMO_B2_31","PROMO_B2_32","PROMO_B2_33","PROMO_B2_34","PROMO_B2_35","PROMO_B2_36","PROMO_B2_37","PROMO_B2_38","PROMO_B2_39","PROMO_B2_40","PROMO_B2_41","PROMO_B2_42","PROMO_B2_43","PROMO_B2_44","PROMO_B2_45","PROMO_B3_1","PROMO_B3_2","PROMO_B3_3","PROMO_B3_4","PROMO_B3_5","PROMO_B3_6","PROMO_B3_7","PROMO_B3_8","PROMO_B3_9","PROMO_B3_10","PROMO_B3_11","PROMO_B3_12","PROMO_B3_13","PROMO_B3_14","PROMO_B3_15","PROMO_B3_16","PROMO_B3_17","PROMO_B3_18","PROMO_B3_19","PROMO_B3_20","PROMO_B3_21","PROMO_B4_1","PROMO_B4_2","PROMO_B4_3","PROMO_B4_4","PROMO_B4_5","PROMO_B4_6","PROMO_B4_7","PROMO_B4_8","PROMO_B4_9","PROMO_B4_10"
2014-07-27,2,3,2,3,2,0,2,1,24,3,11,14,22,5,0,1,0,5,1,4,2,1,4,17,0,0,1,0,1,1,8,14,1,2,0,2,27,25,1,1,1,5,0,0,1,3,0,1,2,1,0,1,0,0,1,4,8,1,0,5,0,0,2,0,2,3,1,1,5,1,1,2,4,0,0,5,2,3,8,3,1,2,1,1,3,3,1,0,0,1,1,2,0,0,0,1,3,0,4,0,1,1,2,0,0,0,1,0,1,2,0,0,0,1,0,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-28,0,7,2,1,1,0,1,0,11,0,2,13,7,5,0,5,3,2,2,6,1,0,6,9,17,2,1,3,1,1,6,6,2,0,1,0,37,12,3,3,3,1,2,2,1,5,1,0,1,0,1,2,2,1,1,1,12,0,1,7,0,0,1,1,0,4,0,8,9,4,2,6,0,0,1,1,5,7,6,0,2,0,0,1,0,0,0,2,0,0,4,1,0,2,2,0,0,0,0,1,0,0,6,1,3,1,1,2,6,0,8,0,2,2,0,1,2,2,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-29,4,2,2,1,1,0,0,3,6,1,8,62,5,3,2,1,1,6,2,15,5,1,5,10,3,0,0,1,1,1,9,26,0,1,0,1,41,12,7,1,1,8,1,3,3,5,2,5,0,4,2,6,0,2,1,0,14,4,0,5,0,0,4,4,1,0,5,5,1,9,0,5,1,1,0,0,0,0,2,3,1,1,1,0,2,4,0,0,0,4,1,0,2,0,2,2,1,0,7,0,1,1,1,0,1,3,0,0,15,0,2,0,6,0,0,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-30,0,1,3,0,0,1,1,2,14,1,12,71,19,3,0,1,1,3,1,10,2,3,1,8,0,0,2,1,2,3,12,16,0,1,0,4,36,22,19,1,0,12,0,6,0,16,1,3,2,3,5,3,0,4,8,10,10,1,5,9,0,1,1,1,3,0,2,0,7,8,5,3,1,2,1,1,4,4,8,5,5,0,0,0,3,12,2,2,1,0,0,1,0,0,0,0,1,1,0,1,2,1,2,2,1,1,0,1,0,7,5,1,1,1,0,4,1,6,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-31,2,2,9,1,0,2,1,0,13,0,12,41,5,4,1,2,1,1,0,10,0,2,1,11,0,0,1,0,4,12,1,6,1,5,2,2,44,15,11,2,0,7,0,1,2,7,0,0,7,3,1,5,0,0,1,0,14,1,1,7,0,0,3,2,10,1,1,4,3,15,1,1,3,1,1,7,0,13,11,8,1,1,0,4,3,8,0,0,0,1,2,1,0,0,0,0,2,0,1,1,0,1,2,0,1,0,0,1,0,1,1,0,3,0,5,2,2,6,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,4,0,1,2,4,1,0,0,29,5,4,76,6,5,1,4,0,6,1,11,3,2,0,28,0,1,2,2,0,1,6,22,2,2,1,0,61,35,38,3,1,2,0,6,1,3,8,7,2,2,2,2,0,1,2,1,20,0,3,7,0,0,3,1,6,5,1,4,14,14,2,10,3,0,5,4,17,11,2,5,6,2,2,2,0,6,0,0,1,1,5,9,0,0,3,0,4,0,8,0,0,1,3,1,1,4,0,1,4,4,4,1,2,2,3,3,0,6,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-02,8,5,2,2,2,0,0,7,22,1,8,57,12,4,3,1,1,8,5,39,6,0,13,29,1,2,1,1,3,23,11,16,2,3,2,0,61,33,35,3,0,9,0,3,2,4,4,4,3,0,3,3,0,1,6,1,14,1,3,3,1,0,2,3,4,3,2,2,9,14,6,9,1,1,1,7,3,5,9,2,5,5,3,0,5,3,1,2,2,2,2,4,0,2,2,1,2,1,2,0,0,0,2,5,0,0,2,1,4,3,2,1,6,6,0,4,0,8,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-03,0,6,0,1,1,0,1,0,19,1,6,23,4,1,0,3,1,1,2,3,1,3,2,26,0,0,1,2,2,11,0,8,1,1,3,1,23,17,5,0,1,2,0,1,5,2,1,2,2,0,5,0,0,0,5,0,8,4,2,4,0,0,1,0,3,1,0,0,4,4,2,3,0,0,0,0,5,0,8,5,0,0,2,1,0,6,0,3,2,2,2,3,0,0,0,1,2,0,3,1,0,0,3,3,2,0,1,1,0,0,1,1,1,2,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-04,4,3,5,3,0,5,15,1,18,0,9,6,0,2,0,1,4,2,1,12,1,0,9,17,0,1,1,1,4,5,1,9,0,0,2,0,11,22,3,0,20,5,0,0,0,15,0,2,1,1,3,1,0,0,7,1,3,3,0,4,1,0,4,3,0,1,2,4,4,9,2,4,3,0,0,2,2,2,3,0,5,0,3,1,1,4,0,1,2,2,1,1,1,0,2,1,3,0,2,0,1,1,2,2,3,6,0,0,0,1,1,0,0,1,3,6,1,2,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05,2,13,0,0,1,0,1,2,6,1,6,16,7,0,0,0,0,1,0,31,2,0,11,10,0,0,0,1,1,0,2,27,0,1,2,3,44,25,1,1,0,5,1,2,1,8,0,1,3,1,0,0,0,0,1,2,5,0,2,5,1,0,0,0,1,0,1,1,2,2,1,0,4,2,0,0,6,12,5,1,9,0,0,0,4,3,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,0,1,0,0,0,14,0,0,0,1,0,0,2,1,5,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-06,8,6,3,0,0,0,2,1,8,0,6,26,4,1,2,0,1,0,7,11,0,1,10,4,0,0,1,2,1,1,8,8,4,3,2,1,8,4,3,1,0,4,2,1,1,6,0,0,2,1,1,0,2,0,4,0,2,0,3,2,2,0,1,4,1,1,0,1,7,2,1,2,2,0,2,2,6,16,4,3,5,3,0,1,6,3,0,2,0,0,3,1,0,0,3,0,1,0,1,0,2,0,2,0,1,0,0,1,0,0,2,0,3,0,0,4,4,7,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-07,4,2,1,2,1,2,1,1,3,3,0,9,1,2,0,1,0,2,3,2,2,1,0,0,0,0,1,0,0,5,2,5,0,0,3,0,1,0,0,1,0,3,2,13,9,10,8,4,4,3,2,2,0,4,4,0,9,2,1,8,1,0,1,1,2,0,4,2,6,12,7,2,3,1,0,3,20,9,14,3,4,9,2,4,1,11,4,2,29,4,6,18,2,0,22,18,25,6,5,5,13,10,15,23,0,2,4,19,2,1,0,1,3,0,0,3,14,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014-08-08,0,0,2,1,1,0,2,0,3,0,0,23,8,3,1,0,0,3,0,17,0,0,4,2,0,0,1,2,2,6,4,15,0,3,2,1,6,5,0,3,0,1,0,4,0,11,8,4,4,1,7,2,0,1,5,1,17,4,2,9,0,0,0,2,2,2,0,5,6,6,0,5,4,1,4,1,6,5,8,6,2,4,2,2,0,0,1,2,34,8,16,0,0,0,22,15,37,13,6,0,22,9,16,39,10,4,0,8,0,0,5,0,0,0,0,0,0,7,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-09,0,2,3,3,2,2,1,6,1,3,2,33,4,5,0,3,0,0,2,15,2,0,1,0,0,0,3,0,1,6,3,8,1,2,3,2,6,8,1,2,0,3,1,1,0,13,0,5,1,2,3,3,0,1,3,4,12,2,2,9,0,0,0,2,3,0,6,4,6,5,6,11,1,2,0,2,14,13,13,7,3,2,3,3,3,3,1,2,14,4,6,11,2,0,13,16,17,1,3,2,9,2,12,15,15,4,5,16,0,0,8,0,5,0,0,1,0,5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2014-08-10,0,0,0,1,0,0,1,0,2,1,3,15,0,0,0,1,0,0,2,3,0,1,0,4,0,0,1,0,0,0,1,9,0,0,1,0,2,4,3,0,0,4,0,6,0,4,0,0,0,0,0,3,0,0,0,1,2,1,2,3,0,0,3,2,0,2,0,3,2,3,2,2,0,0,0,3,2,0,3,1,2,6,4,0,0,3,0,1,11,0,3,4,0,3,6,6,5,3,4,2,4,0,3,16,0,12,1,14,1,0,5,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-11,0,2,0,0,0,0,0,3,6,1,0,15,5,2,1,0,2,0,2,2,1,1,2,0,0,0,1,2,0,1,2,9,0,0,1,1,5,6,5,3,0,1,0,0,0,3,0,1,3,0,0,0,1,0,4,2,6,0,2,2,0,0,0,2,2,0,0,1,0,3,1,2,0,0,0,0,0,5,0,0,6,0,4,2,0,2,0,1,15,1,2,1,1,1,4,13,19,3,0,0,7,1,12,24,0,9,0,16,1,0,4,0,2,0,0,2,1,5,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-12,3,1,0,3,3,0,0,0,3,0,0,12,1,3,0,1,0,1,3,0,2,0,1,0,0,0,1,1,1,1,0,7,1,3,3,0,3,2,3,0,0,1,0,1,3,7,2,1,2,1,0,1,0,1,0,0,14,0,2,5,1,0,0,0,5,0,0,2,7,5,2,1,1,0,0,1,9,2,3,6,5,1,1,0,2,3,0,2,8,0,3,0,0,10,5,14,15,7,0,1,0,5,5,15,2,6,0,7,0,1,5,0,9,0,4,2,0,2,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-13,3,1,0,0,3,1,1,3,3,6,2,14,0,1,0,1,2,3,3,6,2,1,1,3,1,0,0,1,0,0,0,4,1,0,2,0,3,4,2,0,0,1,0,0,1,4,3,3,4,2,1,2,0,0,0,0,10,2,0,5,1,0,2,2,2,0,0,4,6,7,1,5,1,0,0,2,1,3,4,1,1,1,1,2,3,7,0,2,9,10,7,10,0,0,3,11,6,9,3,3,11,5,6,8,0,1,1,13,0,0,2,0,0,0,3,4,3,3,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014-08-14,1,0,1,0,1,7,1,5,8,4,4,16,4,4,0,1,3,3,2,11,2,2,1,6,1,0,1,0,1,2,7,10,2,1,0,1,5,6,2,0,0,3,0,0,0,13,3,4,2,0,6,1,0,0,5,3,18,0,2,5,1,0,3,1,1,4,0,5,5,7,3,3,3,0,2,2,10,9,6,0,2,0,0,2,3,6,0,0,7,11,8,4,3,3,7,17,18,8,1,0,14,6,6,22,0,5,0,12,3,1,0,0,0,0,1,8,0,3,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-16,3,0,5,3,1,3,0,0,5,1,2,13,9,9,0,1,1,2,1,2,2,3,2,3,1,1,0,2,0,4,5,9,0,2,0,14,5,11,2,2,0,3,0,2,0,10,4,2,5,1,5,2,0,0,6,1,12,0,3,6,0,0,3,2,2,0,2,4,11,7,3,7,1,0,4,1,9,2,10,4,7,3,5,4,3,2,0,0,3,1,2,1,1,0,9,15,16,1,0,0,2,5,32,3,5,8,1,19,2,0,2,0,4,0,2,2,0,4,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-17,2,1,2,1,1,4,2,0,1,4,0,8,0,4,0,0,2,3,2,7,0,1,1,0,4,0,0,3,1,1,4,2,0,2,2,2,3,4,4,0,0,0,0,0,1,9,0,2,1,0,2,1,0,2,4,4,16,1,2,5,0,0,2,2,6,1,1,3,0,7,3,3,0,0,0,0,0,1,6,4,1,0,0,0,0,5,1,0,0,3,0,6,4,0,8,3,6,0,3,1,1,5,23,0,0,2,0,8,9,1,1,0,2,0,0,0,3,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-18,1,2,2,1,0,0,0,4,3,0,2,11,4,8,0,1,2,3,0,10,0,1,1,2,0,0,0,1,2,7,2,1,2,0,0,3,4,7,4,2,0,1,0,0,2,7,2,3,1,1,4,2,0,0,3,0,13,2,2,8,0,0,2,1,2,0,0,0,3,3,0,13,2,3,1,5,6,8,2,2,6,4,0,0,2,6,0,0,8,8,8,10,0,1,10,9,4,2,0,1,5,7,18,6,2,2,5,10,0,1,6,0,7,0,2,0,1,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2014-08-19,10,8,1,2,3,3,0,3,9,1,1,7,6,4,2,1,1,0,5,17,1,0,1,8,4,0,2,3,1,0,4,5,0,0,0,6,11,8,5,4,0,1,0,4,5,13,1,6,6,0,2,2,0,0,3,2,9,0,1,3,0,0,2,3,0,3,2,6,3,13,1,4,2,7,2,1,7,8,3,3,4,0,1,0,2,5,3,0,11,6,18,1,6,3,20,4,3,1,0,1,14,1,6,3,0,2,1,16,0,0,2,0,8,0,0,0,2,6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014-08-20,0,0,0,0,0,0,6,2,6,2,0,10,1,4,0,2,3,3,7,3,2,1,1,4,4,0,0,1,1,8,2,8,2,0,5,6,6,5,3,1,2,2,0,7,1,8,2,0,1,1,2,2,0,0,0,3,5,0,0,4,0,0,2,1,3,1,3,1,4,7,0,3,1,0,0,0,4,2,9,1,2,2,1,1,8,1,0,3,4,0,7,0,4,9,3,5,7,4,0,1,1,0,6,7,1,2,1,3,1,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
